fanta_role,name,team_code,team_name,value,elo,starter_prob,exp_matches,exp_weighted_matches,base_voto,per_match_pts,etp,mod_proxy,etp_obj,etp_per_credit
gk,Gunok,TUR,Turkey,1,1906,0.03,5.12,4.65,6.26,5.81,0.81,0.11,0.92,0.92
gk,Mvogo,SVI,Switzerland,1,1894,0.03,5.15,4.69,6.254,5.775,0.81,0.11,0.92,0.92
gk,Nubel,GER,Germany,1,1925,0.03,5.05,4.6,6.271,5.865,0.81,0.11,0.92,0.922
gk,Pandur,CRO,Croatia,1,1930,0.03,4.84,4.46,6.273,5.879,0.79,0.11,0.9,0.896
gk,Ochoa,MEX,Mexico,1,1868,0.03,4.99,4.58,6.24,5.699,0.78,0.1,0.88,0.882
gk,Osako,JAP,Japan,1,1906,0.03,4.86,4.47,6.26,5.81,0.78,0.1,0.88,0.883
gk,Tangvik,NOR,Norway,1,1917,0.03,4.8,4.42,6.266,5.841,0.77,0.11,0.88,0.88
gk,Penders,BEL,Belgium,1,1866,0.03,4.93,4.55,6.239,5.694,0.78,0.1,0.87,0.874
gk,Goodman,CAN,Canada,1,1793,0.03,4.67,4.38,6.199,5.482,0.72,0.08,0.8,0.798
gk,Mele,URU,Uruguay,1,1892,0.03,4.29,4.09,6.253,5.769,0.71,0.09,0.8,0.801
gk,Diouf,SEN,Senegal,1,1866,0.03,4.39,4.13,6.239,5.694,0.71,0.09,0.79,0.794
gk,Olveira,PAR,Paraguay,1,1833,0.03,4.45,4.18,6.221,5.598,0.7,0.08,0.79,0.786
gk,Tagnaouti,MAR,Morocco,1,1822,0.03,4.28,4.08,6.215,5.566,0.68,0.08,0.76,0.76
gk,Hyeon-woo Jo,KOR,South Korea,1,1756,0.03,4.3,4.1,6.18,5.375,0.66,0.07,0.73,0.727
gk,Niazmand,IRN,Iran,1,1764,0.03,4.29,4.09,6.184,5.398,0.66,0.07,0.73,0.729
gk,Wiegele,AUT,Austria,1,1830,0.03,3.98,3.85,6.219,5.589,0.64,0.08,0.72,0.721
gk,Kelly,SCO,Scotland,1,1770,0.03,3.99,3.86,6.187,5.415,0.63,0.06,0.69,0.692
gk,Stanek,RCE,Czech Republic,1,1733,0.03,4.15,3.99,6.167,5.308,0.63,0.06,0.69,0.695
gk,Izzo,AUS,Australia,1,1775,0.03,3.9,3.76,6.19,5.43,0.61,0.06,0.68,0.677
gk,Samudio,PAN,Panama,1,1733,0.03,3.81,3.71,6.167,5.308,0.59,0.06,0.65,0.646
gk,Alaa M.,EGY,Egypt,1,1699,0.03,3.86,3.75,6.149,5.21,0.59,0.05,0.64,0.636
gk,Soliman,EGY,Egypt,1,1699,0.03,3.86,3.75,6.149,5.21,0.59,0.05,0.64,0.636
gk,Kone M.,CIV,Ivory Coast,1,1676,0.03,3.82,3.72,6.136,5.143,0.57,0.05,0.62,0.619
gk,Mastil,ALG,Algeria,1,1743,0.03,3.6,3.52,6.173,5.337,0.56,0.05,0.62,0.618
gk,Turner,USA,United States,1,1733,0.03,3.55,3.47,6.167,5.308,0.55,0.05,0.61,0.605
gk,Zetterstrom,SVE,Sweden,1,1714,0.03,3.6,3.52,6.157,5.253,0.56,0.05,0.6,0.605
gk,Yusupov,UZB,Uzbekistan,1,1718,0.03,3.44,3.39,6.159,5.265,0.54,0.05,0.58,0.584
gk,Bani Attiah,GRD,Jordan,1,1685,0.03,3.3,3.27,6.141,5.169,0.51,0.04,0.55,0.548
gk,Zlomislic,BOS,Bosnia and Herzegovina,1,1591,0.03,3.63,3.56,6.091,4.897,0.52,0.03,0.55,0.551
gk,Fayulu,COD,DR Congo,1,1655,0.03,3.18,3.16,6.125,5.082,0.48,0.04,0.52,0.517
gk,Chamakh,TUN,Tunisia,1,1633,0.03,3.18,3.16,6.113,5.018,0.48,0.03,0.51,0.507
gk,Da Rosa,CPV,Cape Verde,1,1576,0.03,3.2,3.18,6.082,4.853,0.46,0.02,0.49,0.487
gk,Woud,NZL,New Zealand,1,1585,0.03,3.2,3.18,6.087,4.879,0.47,0.02,0.49,0.49
gk,Al-Owais,SAU,Saudi Arabia,1,1566,0.03,3.18,3.16,6.077,4.824,0.46,0.02,0.48,0.48
gk,Talib,IRQ,Iraq,1,1608,0.03,3.02,3.02,6.1,4.946,0.45,0.03,0.47,0.475
gk,Goss,SAF,South Africa,1,1517,0.03,3.06,3.05,6.051,4.682,0.43,0.01,0.44,0.443
gk,Placide,HAI,Haiti,1,1532,0.03,3.03,3.03,6.059,4.726,0.43,0.02,0.44,0.445
gk,Anang,GHA,Ghana,1,1503,0.03,3.03,3.02,6.043,4.642,0.42,0.01,0.43,0.433
gk,Room,CUW,Curacao,1,1433,0.03,3.02,3.02,6.005,4.439,0.4,0.0,0.4,0.403
gk,Salah Zakaria,QAT,Qatar,1,1423,0.03,3.06,3.06,6.0,4.41,0.4,0.0,0.4,0.404
m,Baumgartner,AUT,Austria,8,1830,0.0,3.98,3.85,6.329,7.143,0.0,0.0,0.0,0.0
