fanta_role,name,team_name,value,club_goals_current_season,national_goals_current_season,national_appearances_current_season,national_team_matches_current_season,national_presence_ratio_current_season,transfermarkt_player_url,transfermarkt_match_status
cb,Pedersen,NOR,3,1,0,3,10,0.3,https://www.transfermarkt.it/marcus-pedersen/profil/spieler/583404,matched_alias
cb,Pongracic,CRO,3,1,0,4,10,0.4,https://www.transfermarkt.it/marin-pongracic/profil/spieler/282144,matched_alias
cb,Preciado An.,ECU,3,1,0,6,10,0.6,https://www.transfermarkt.it/angelo-preciado/profil/spieler/450241,matched_alias
cb,Scally,USA,3,2,0,5,18,0.278,https://www.transfermarkt.it/joe-scally/profil/spieler/504153,matched_alias
cb,Seko,JAP,3,0,0,7,13,0.538,https://www.transfermarkt.it/ayumu-seko/profil/spieler/405389,matched_alias
cb,Semedo,POR,3,1,0,2,10,0.2,https://www.transfermarkt.it/nelson-semedo/profil/spieler/231572,matched_alias
cb,Soyuncu,TUR,3,0,0,1,10,0.1,https://www.transfermarkt.it/caglar-soyuncu/profil/spieler/320141,matched_alias
cb,Spence,ING,3,0,0,4,10,0.4,https://www.transfermarkt.it/djed-spence/profil/spieler/483348,matched_alias
cb,Starfelt,SVE,3,1,0,3,10,0.3,https://www.transfermarkt.it/carl-starfelt/profil/spieler/258987,matched_alias
cb,Sugawara,JAP,3,0,0,6,13,0.462,https://www.transfermarkt.it/yukinari-sugawara/profil/spieler/405385,matched_alias
cb,Tagliafico,ARG,3,0,0,4,9,0.444,https://www.transfermarkt.it/nicolas-tagliafico/profil/spieler/131225,matched_alias
cb,Talbi,TUN,3,0,1,5,18,0.278,https://www.transfermarkt.it/montassar-talbi/profil/spieler/496706,matched_alias
cb,Varela,URU,3,0,0,3,10,0.3,https://www.transfermarkt.it/guillermo-varela/profil/spieler/188862,matched_alias
cb,Vina,URU,3,0,0,1,10,0.1,https://www.transfermarkt.it/matias-vina/profil/spieler/439072,matched_alias
cb,Vuskovic,CRO,3,6,1,3,10,0.3,https://www.transfermarkt.it/luka-vuskovic/profil/spieler/892160,matched_alias
cb,Watanabe,JAP,3,5,0,7,13,0.538,https://www.transfermarkt.it/tsuyoshi-watanabe/profil/spieler/598791,matched_alias
cb,Wolfe,NOR,3,2,0,6,10,0.6,https://www.transfermarkt.it/david-moller-wolfe/profil/spieler/661427,matched_alias
cb,Young-Woo Seol,KOR,3,2,0,8,13,0.615,https://www.transfermarkt.it/young-woo-seol/profil/spieler/639414,matched_alias
cb,Abdulhamid,SAU,2,3,0,5,20,0.25,https://www.transfermarkt.it/saud-abdulhamid/profil/spieler/631927,matched_alias
cb,Akaydin,TUR,2,4,0,2,10,0.2,https://www.transfermarkt.it/samet-akaydin/profil/spieler/295024,matched_alias
cb,Al-Amri,SAU,2,4,0,5,20,0.25,https://www.transfermarkt.it/abdulelah-al-amri/profil/spieler/509894,matched_alias
cb,Alex Sandro,BRA,2,0,0,3,10,0.3,https://www.transfermarkt.it/alex-sandro/profil/spieler/79960,matched_alias
cb,Alfie Jones,CAN,2,1,0,2,14,0.143,https://www.transfermarkt.it/alfie-jones/profil/spieler/340990,matched_alias
cb,Alonso,PAR,2,0,0,7,10,0.7,https://www.transfermarkt.it/junior-alonso/profil/spieler/273000,matched_alias
cb,Bazoer,CUW,2,0,0,3,11,0.273,https://www.transfermarkt.it/riechedly-bazoer/profil/spieler/216443,matched_alias
cb,Bjorkan,NOR,2,1,0,5,10,0.5,https://www.transfermarkt.it/fredrik-bjorkan/profil/spieler/364938,matched_alias
cb,Bos,AUS,2,4,3,8,10,0.8,https://www.transfermarkt.it/jordan-bos/profil/spieler/855731,matched_alias
cb,Bueno,URU,2,4,0,2,10,0.2,https://www.transfermarkt.it/santiago-bueno/profil/spieler/438001,matched_alias
cb,Burn,ING,2,2,0,3,10,0.3,https://www.transfermarkt.it/dan-burn/profil/spieler/134270,matched_alias
cb,Cacace,NZL,2,1,0,2,10,0.2,https://www.transfermarkt.it/liberato-cacace/profil/spieler/469211,matched_alias
cb,Caceres S.,URU,2,0,0,1,10,0.1,https://www.transfermarkt.it/sebastian-caceres/profil/spieler/532389,matched_alias
cb,Celik N.,BOS,2,0,0,2,10,0.2,https://www.transfermarkt.it/nidal-celik/profil/spieler/819566,matched_alias
cb,Chavez M.,MEX,2,1,0,6,16,0.375,https://www.transfermarkt.it/mateo-chavez/profil/spieler/1066953,matched_alias
cb,Comert,SVI,2,2,0,4,10,0.4,https://www.transfermarkt.it/eray-comert/profil/spieler/298583,matched_alias
cb,Ditta,COL,2,0,0,3,10,0.3,https://www.transfermarkt.it/willer-ditta/profil/spieler/609255,matched_alias
cb,Ekdal H.,SVE,2,0,0,2,10,0.2,https://www.transfermarkt.it/hjalmar-ekdal/profil/spieler/392179,matched_alias
cb,Falchener,NOR,2,2,0,1,10,0.1,https://www.transfermarkt.it/henrik-falchener/profil/spieler/743088,matched_alias
cb,Fatouh,EGY,2,1,0,6,15,0.4,https://www.transfermarkt.it/ahmed-fatouh/profil/spieler/465966,matched_alias
cb,Freeman,USA,2,0,2,10,18,0.556,https://www.transfermarkt.it/alex-freeman/profil/spieler/985806,matched_alias
cb,Gallardo,MEX,2,8,1,13,16,0.812,https://www.transfermarkt.it/jesus-gallardo/profil/spieler/344854,matched_alias
cb,Gomez,PAR,2,3,0,6,10,0.6,https://www.transfermarkt.it/gustavo-gomez/profil/spieler/215390,matched_alias_position
cb,Gudmundsson,SVE,2,1,0,3,10,0.3,https://www.transfermarkt.it/gabriel-gudmundsson/profil/spieler/362108,matched_alias
cb,Hendry,SCO,2,1,0,2,10,0.2,https://www.transfermarkt.it/jack-hendry/profil/spieler/363223,matched_alias
cb,Hranac,RCE,2,1,0,5,10,0.5,https://www.transfermarkt.it/robin-hranac/profil/spieler/620217,matched_alias
cb,Hyam,SCO,2,1,0,3,10,0.3,https://www.transfermarkt.it/dominic-hyam/profil/spieler/263268,matched_alias
cb,Jaquez,SVI,2,1,0,2,10,0.2,https://www.transfermarkt.it/luca-jaquez/profil/spieler/539798,matched_alias
cb,Lagerbielke,SVE,2,4,1,4,10,0.4,https://www.transfermarkt.it/gustaf-lagerbielke/profil/spieler/485395,matched_alias
cb,Langas,NOR,2,3,0,1,10,0.1,https://www.transfermarkt.it/sondre-langas/profil/spieler/737837,matched_alias
cb,Mandi,ALG,2,1,0,3,23,0.13,https://www.transfermarkt.it/aissa-mandi/profil/spieler/80293,matched_alias
cb,Mbemba,COD,2,0,0,4,18,0.222,https://www.transfermarkt.it/chancel-mbemba/profil/spieler/203348,matched_alias
cb,Mckenna,SCO,2,2,0,2,10,0.2,https://www.transfermarkt.it/scott-mckenna/profil/spieler/255906,matched_alias
cb,Mckenzie,USA,2,0,0,7,18,0.389,https://www.transfermarkt.it/mark-mckenzie/profil/spieler/429259,matched_alias
cb,Mechele,BEL,2,8,0,3,10,0.3,https://www.transfermarkt.it/brandon-mechele/profil/spieler/236168,matched_alias
cb,Medina Y.,ECU,2,1,0,4,10,0.4,https://www.transfermarkt.it/yaimar-medina/profil/spieler/893659,matched_alias
cb,Mina,COL,2,2,0,3,10,0.3,https://www.transfermarkt.it/yerry-mina/profil/spieler/289446,matched_alias
cb,Montiel,ARG,2,4,1,2,9,0.222,https://www.transfermarkt.it/gonzalo-montiel/profil/spieler/402733,matched_alias
cb,Muharemovic,BOS,2,2,0,4,10,0.4,https://www.transfermarkt.it/tarik-muharemovic/profil/spieler/679423,matched_alias
cb,Murillo,PAN,2,4,0,4,15,0.267,https://www.transfermarkt.it/amir-murillo/profil/spieler/354482,matched_alias_position
cb,Okon,SAF,2,2,0,3,16,0.188,https://www.transfermarkt.it/ime-okon/profil/spieler/1107265,matched_alias
cb,Operi,CIV,2,2,0,1,13,0.077,https://www.transfermarkt.it/christopher-operi/profil/spieler/469976,matched_alias
cb,Posch,AUT,2,3,1,3,10,0.3,https://www.transfermarkt.it/stefan-posch/profil/spieler/223974,matched_alias
cb,Reyes,MEX,2,0,0,10,16,0.625,https://www.transfermarkt.it/israel-reyes/profil/spieler/687558,matched_alias
cb,Robinson M.,USA,2,0,0,5,18,0.278,https://www.transfermarkt.it/miles-robinson/profil/spieler/468022,matched_alias
cb,Romo,MEX,2,1,0,7,16,0.438,https://www.transfermarkt.it/luis-romo/profil/spieler/532938,matched_alias
cb,Salah-Eddine,MAR,2,0,0,5,26,0.192,https://www.transfermarkt.it/anass-salah-eddine/profil/spieler/485584,matched_alias
cb,Seys,BEL,2,5,0,3,10,0.3,https://www.transfermarkt.it/joaquin-seys/profil/spieler/981196,matched_alias
cb,Smith E.,SVE,2,2,0,2,10,0.2,https://www.transfermarkt.it/eric-smith/profil/spieler/292534,matched_alias
cb,Suzuki J.,JAP,2,2,0,5,13,0.385,https://www.transfermarkt.it/junnosuke-suzuki/profil/spieler/848856,matched_alias
cb,Svensson,SVE,2,4,0,4,10,0.4,https://www.transfermarkt.it/daniel-svensson/profil/spieler/579287,matched_alias
cb,Trusty,USA,2,2,0,4,18,0.222,https://www.transfermarkt.it/auston-trusty/profil/spieler/389253,matched_alias
cb,Widmer,SVI,2,3,0,4,10,0.4,https://www.transfermarkt.it/silvan-widmer/profil/spieler/168989,matched_alias
cb,Zima,RCE,2,1,0,1,10,0.1,https://www.transfermarkt.it/david-zima/profil/spieler/544149,matched_alias
cb,Abada,ALG,1,0,1,3,23,0.13,https://www.transfermarkt.it/achref-abada/profil/spieler/949929,matched_alias
cb,Abdelmaguid,EGY,1,6,0,5,15,0.333,https://www.transfermarkt.it/hossam-abdelmaguid/profil/spieler/737524,matched_alias
cb,Abdelmonem,EGY,1,0,0,3,15,0.2,https://www.transfermarkt.it/mohamed-abdelmonem/profil/spieler/566025,matched_alias
cb,Abu Dahab,GRD,1,0,0,4,16,0.25,https://www.transfermarkt.it/husam-abu-dahab/profil/spieler/895291,matched_alias
cb,Abu Hasheesh,GRD,1,0,0,8,16,0.5,https://www.transfermarkt.it/mohammad-abu-hasheesh/profil/spieler/895249,matched_alias
cb,Abu Taha,GRD,1,4,0,7,16,0.438,https://www.transfermarkt.it/mohannad-abu-taha/profil/spieler/883111,matched_alias
cb,Abualnadi,GRD,1,0,0,7,16,0.438,https://www.transfermarkt.it/mohammad-abualnadi/profil/spieler/658052,matched_alias
cb,Ade,HAI,1,1,0,4,12,0.333,https://www.transfermarkt.it/ricardo-ade/profil/spieler/278145,matched_alias
cb,Adjetey,GHA,1,0,0,5,10,0.5,https://www.transfermarkt.it/jonas-adjetey/profil/spieler/734676,matched_alias
cb,Al-Amin,QAT,1,0,0,5,12,0.417,https://www.transfermarkt.it/homam-al-amin/profil/spieler/556713,matched_alias
cb,Al-Arab,GRD,1,1,0,8,16,0.5,https://www.transfermarkt.it/yazan-al-arab/profil/spieler/539961,matched_alias
cb,Al-Brake,QAT,1,1,0,3,12,0.25,https://www.transfermarkt.it/sultan-al-brake/profil/spieler/336665,matched_alias
cb,Al-Harbi,SAU,1,2,0,5,20,0.25,https://www.transfermarkt.it/moteb-al-harbi/profil/spieler/869509,matched_alias
cb,Al-Hussain,QAT,1,1,0,3,12,0.25,https://www.transfermarkt.it/al-hashmi-al-hussain/profil/spieler/943150,matched_alias
cb,Al-Oui,QAT,1,2,0,3,12,0.25,https://www.transfermarkt.it/ayoub-al-oui/profil/spieler/1054631,matched_alias
cb,Al-Rosan,GRD,1,,,,16,,,unmatched_fuzzy_72
cb,Al-Shamat,SAU,1,3,0,3,20,0.15,https://www.transfermarkt.it/mohammed-abu-al-shamat/profil/spieler/1181852,matched_alias_position
cb,Al-Tambakti,SAU,1,,,,20,,,unmatched_fuzzy_76
cb,Alaa T.,EGY,1,0,0,3,15,0.2,https://www.transfermarkt.it/tarek-alaa/profil/spieler/1087789,matched_alias
cb,Ali Abdi,TUN,1,3,1,4,18,0.222,https://www.transfermarkt.it/ali-abdi/profil/spieler/211474,matched_alias
cb,Ali H.,IRQ,1,2,0,3,14,0.214,https://www.transfermarkt.it/hussein-ali/profil/spieler/585325,matched_alias
cb,Ali Majrashi,SAU,1,1,0,7,20,0.35,https://www.transfermarkt.it/ali-majrashi/profil/spieler/672391,matched_alias
cb,Alizhonov,UZB,1,1,0,5,12,0.417,https://www.transfermarkt.it/khozhiakbar-alizhonov/profil/spieler/492558,matched_alias
cb,Andrade,PAN,1,3,0,4,15,0.267,https://www.transfermarkt.it/andres-andrade/profil/spieler/403808,matched_alias
cb,Araújo,POR,1,1,0,4,10,0.4,https://www.transfermarkt.it/tomas-araujo/profil/spieler/504087,matched_alias
cb,Arcus,HAI,1,0,0,2,12,0.167,https://www.transfermarkt.it/carlens-arcus/profil/spieler/371686,matched_alias
cb,Arias,COL,1,0,0,5,10,0.5,https://www.transfermarkt.it/santiago-arias/profil/spieler/120443,matched_alias_position
cb,Arous,TUN,1,2,0,2,18,0.111,https://www.transfermarkt.it/adem-arous/profil/spieler/1071742,matched_alias
cb,Ashurmatov,UZB,1,1,0,8,12,0.667,https://www.transfermarkt.it/rustam-ashurmatov/profil/spieler/288883,matched_alias
cb,Baba,GHA,1,3,0,1,10,0.1,https://www.transfermarkt.it/abdul-rahman-baba/profil/spieler/224884,matched_alias
cb,Badawi,GRD,1,0,0,1,16,0.062,https://www.transfermarkt.it/anas-badawi/profil/spieler/1378902,matched_alias
cb,Balbuena,PAR,1,0,0,1,10,0.1,https://www.transfermarkt.it/fabian-balbuena/profil/spieler/285548,matched_alias
cb,Batubinsika,COD,1,1,0,0,18,0.0,https://www.transfermarkt.it/dylan-batubinsika/profil/spieler/289432,matched_alias
cb,Behich,AUS,1,3,0,3,10,0.3,https://www.transfermarkt.it/aziz-behich/profil/spieler/136834,matched_alias
cb,Belaid,ALG,1,1,0,5,23,0.217,https://www.transfermarkt.it/zineddine-belaid/profil/spieler/625142,matched_alias
cb,Belammari,MAR,1,0,0,4,26,0.154,https://www.transfermarkt.it/youssef-belammari/profil/spieler/518804,matched_alias
cb,Belghali,ALG,1,2,1,5,23,0.217,https://www.transfermarkt.it/rafik-belghali/profil/spieler/864306,matched_alias
cb,Ben Hamida,TUN,1,1,0,4,18,0.222,https://www.transfermarkt.it/mohamed-amine-ben-hamida/profil/spieler/454495,matched_alias
cb,Ben Ouanes,TUN,1,2,0,5,18,0.278,https://www.transfermarkt.it/mortadha-ben-ouanes/profil/spieler/230921,matched_alias
cb,Bindon,NZL,1,1,0,8,10,0.8,https://www.transfermarkt.it/tyler-bindon/profil/spieler/1007720,matched_alias
cb,Blackman,PAN,1,3,0,5,15,0.333,https://www.transfermarkt.it/cesar-blackman/profil/spieler/440383,matched_alias
cb,Boushal,SAU,1,0,0,6,20,0.3,https://www.transfermarkt.it/nawaf-boushal/profil/spieler/821377,matched_alias
cb,Boxall,NZL,1,0,0,6,10,0.6,https://www.transfermarkt.it/michael-boxall/profil/spieler/81723,matched_alias
cb,Brenet,CUW,1,0,1,3,11,0.273,https://www.transfermarkt.it/joshua-brenet/profil/spieler/207006,matched_alias
cb,Bronn,TUN,1,1,0,3,18,0.167,https://www.transfermarkt.it/dylan-bronn/profil/spieler/450417,matched_alias
cb,Burgess,AUS,1,2,0,10,10,1.0,https://www.transfermarkt.it/cameron-burgess/profil/spieler/255788,matched_alias
cb,Bushiri,COD,1,5,1,1,18,0.056,https://www.transfermarkt.it/rocky-bushiri/profil/spieler/511802,matched_alias
cb,Cabral S.,CPV,1,6,1,4,10,0.4,https://www.transfermarkt.it/sidny-lopes-cabral/profil/spieler/611855,matched_alias
cb,Caceres J.J.,PAR,1,1,0,4,10,0.4,https://www.transfermarkt.it/juan-jose-caceres/profil/spieler/756494,matched_alias
cb,Canale,PAR,1,1,0,2,10,0.2,https://www.transfermarkt.it/jose-canale/profil/spieler/402627,matched_alias
cb,Chaloupek,RCE,1,9,0,4,10,0.4,https://www.transfermarkt.it/stepan-chaloupek/profil/spieler/944827,matched_alias
cb,Chergui,ALG,1,1,0,2,23,0.087,https://www.transfermarkt.it/samir-chergui/profil/spieler/668167,matched_alias
cb,Chikhaoui,TUN,1,4,0,0,18,0.0,https://www.transfermarkt.it/raed-chikhaoui/profil/spieler/1075790,matched_alias
cb,Cordoba,PAN,1,,,,15,,,ambiguous_alias
cb,Cornelius D.,CAN,1,1,1,9,14,0.643,https://www.transfermarkt.it/derek-cornelius/profil/spieler/328609,matched_alias
cb,Cross,SAF,1,0,0,1,16,0.062,https://www.transfermarkt.it/bradley-cross/profil/spieler/555209,matched_alias
cb,Davis,PAN,1,,,,15,,,ambiguous_alias
cb,De Fougerolles,CAN,1,0,0,6,14,0.429,https://www.transfermarkt.it/luc-de-fougerolles/profil/spieler/921995,matched_alias
cb,Degenek,AUS,1,2,0,8,10,0.8,https://www.transfermarkt.it/milos-degenek/profil/spieler/187353,matched_alias
cb,Delcroix,HAI,1,1,0,4,12,0.333,https://www.transfermarkt.it/hannes-delcroix/profil/spieler/338635,matched_alias
cb,Diney,CPV,1,2,0,4,10,0.4,https://www.transfermarkt.it/diney-borges/profil/spieler/349570,matched_fuzzy_94
cb,Diouf M.,SEN,1,0,1,5,19,0.263,https://www.transfermarkt.it/el-hadji-malick-diouf/profil/spieler/1111589,matched_fuzzy_97
cb,Doski,IRQ,1,1,1,4,14,0.286,https://www.transfermarkt.it/merchas-doski/profil/spieler/530527,matched_alias
cb,Duverne,HAI,1,1,0,4,12,0.333,https://www.transfermarkt.it/jean-kevin-duverne/profil/spieler/344864,matched_alias
cb,Eiri,IRN,1,0,0,0,12,0.0,https://www.transfermarkt.it/danial-eiri/profil/spieler/1080301,matched_alias
cb,Elliot,NZL,1,0,0,6,10,0.6,https://www.transfermarkt.it/callan-elliot/profil/spieler/482204,matched_alias
cb,Escobar,PAN,1,2,0,3,15,0.2,https://www.transfermarkt.it/fidel-escobar/profil/spieler/345716,matched_alias
cb,Eshmurodov,UZB,1,0,0,3,12,0.25,https://www.transfermarkt.it/umar-eshmurodov/profil/spieler/493725,matched_alias
cb,Experience,HAI,1,1,0,4,12,0.333,https://www.transfermarkt.it/martin-experience/profil/spieler/804885,matched_alias
cb,Farina,PAN,1,0,0,3,15,0.2,https://www.transfermarkt.it/edgardo-farina/profil/spieler/923177,matched_alias
cb,Felix Torres,ECU,1,2,0,3,10,0.3,https://www.transfermarkt.it/felix-torres/profil/spieler/468174,matched_alias
cb,Fernandes P.,CPV,1,,,,10,,,unmatched_fuzzy_69
cb,Floranus,CUW,1,1,0,3,11,0.273,https://www.transfermarkt.it/sherel-floranus/profil/spieler/315211,matched_alias
cb,Fonville,CUW,1,0,0,2,11,0.182,https://www.transfermarkt.it/deveron-fonville/profil/spieler/708989,matched_alias
cb,Gaari,CUW,1,0,0,4,11,0.364,https://www.transfermarkt.it/jurien-gaari/profil/spieler/328455,matched_alias
cb,Geria,AUS,1,1,0,5,10,0.5,https://www.transfermarkt.it/jason-geria/profil/spieler/185175,matched_alias
cb,Gi-Yuk Lee,KOR,1,0,0,2,13,0.154,https://www.transfermarkt.it/gi-hyuk-lee/profil/spieler/763349,matched_fuzzy_95
cb,Gutierrez,PAN,1,0,0,4,15,0.267,https://www.transfermarkt.it/jorge-gutierrez/profil/spieler/443379,matched_alias
cb,Haddad,GRD,1,0,0,2,16,0.125,https://www.transfermarkt.it/ehsan-haddad/profil/spieler/310943,matched_alias
cb,Hadzikadunic,BOS,1,0,0,3,10,0.3,https://www.transfermarkt.it/dennis-hadzikadunic/profil/spieler/322065,matched_alias
cb,Hafez,EGY,1,3,0,2,15,0.133,https://www.transfermarkt.it/karim-hafez/profil/spieler/333004,matched_alias
cb,Hajsafi,IRN,1,3,0,4,12,0.333,https://www.transfermarkt.it/ehsan-hajsafi/profil/spieler/77547,matched_alias
cb,Halhal,MAR,1,1,0,3,26,0.115,https://www.transfermarkt.it/redouane-halhal/profil/spieler/913660,matched_alias
cb,Han-Beom Lee,KOR,1,4,0,7,13,0.538,https://www.transfermarkt.it/han-beom-lee/profil/spieler/706963,matched_alias
cb,Hanley,SCO,1,0,0,2,10,0.2,https://www.transfermarkt.it/grant-hanley/profil/spieler/121385,matched_alias
cb,Hany,EGY,1,0,0,7,15,0.467,https://www.transfermarkt.it/mohamed-hany/profil/spieler/343974,matched_alias
cb,Hardani,IRN,1,0,0,4,12,0.333,https://www.transfermarkt.it/saleh-hardani/profil/spieler/697155,matched_alias
cb,Hashem,IRQ,1,2,0,4,14,0.286,https://www.transfermarkt.it/akam-hashem/profil/spieler/933541,matched_alias
cb,Herrington,AUS,1,2,0,4,10,0.4,https://www.transfermarkt.it/lucas-herrington/profil/spieler/1279984,matched_alias
cb,Ibrahim,EGY,1,2,0,5,15,0.333,https://www.transfermarkt.it/yasser-ibrahim/profil/spieler/237425,matched_alias
cb,Italiano,AUS,1,4,0,5,10,0.5,https://www.transfermarkt.it/jacob-italiano/profil/spieler/545810,matched_alias
cb,Kabini,SAF,1,0,0,3,16,0.188,https://www.transfermarkt.it/samukele-kabini/profil/spieler/1175086,matched_alias
cb,Kadesh,SAU,1,1,0,6,20,0.3,https://www.transfermarkt.it/hassan-kadesh/profil/spieler/260859,matched_alias
cb,Kanaani,IRN,1,2,0,3,12,0.25,https://www.transfermarkt.it/hossein-kanaani/profil/spieler/249400,matched_alias
cb,Kapuadi,COD,1,1,0,2,18,0.111,https://www.transfermarkt.it/steve-kapuadi/profil/spieler/679709,matched_alias
cb,Karimov,UZB,1,0,0,2,12,0.167,https://www.transfermarkt.it/bekhruz-karimov/profil/spieler/1106187,matched_alias
cb,Katic,BOS,1,1,1,5,10,0.5,https://www.transfermarkt.it/nikola-katic/profil/spieler/422051,matched_alias
cb,Kayembe J.,COD,1,0,1,3,18,0.167,https://www.transfermarkt.it/joris-kayembe/profil/spieler/129586,matched_alias
cb,Khalilzadeh,IRN,1,1,0,8,12,0.667,https://www.transfermarkt.it/shoja-khalilzadeh/profil/spieler/213715,matched_alias
cb,Khoukhi,QAT,1,1,0,3,12,0.25,https://www.transfermarkt.it/boualem-khoukhi/profil/spieler/222669,matched_alias
cb,Konan,CIV,1,0,0,5,13,0.385,https://www.transfermarkt.it/ghislain-konan/profil/spieler/422850,matched_alias
cb,Lacroix D.,HAI,1,0,1,3,12,0.25,https://www.transfermarkt.it/duke-lacroix/profil/spieler/375472,matched_alias
cb,Lajami,SAU,1,0,0,4,20,0.2,https://www.transfermarkt.it/ali-lajami/profil/spieler/264909,matched_alias
cb,Laryea,CAN,1,2,0,11,14,0.786,https://www.transfermarkt.it/richie-laryea/profil/spieler/417348,matched_alias
cb,Laye,QAT,1,0,0,2,12,0.167,https://www.transfermarkt.it/issa-laye/profil/spieler/1264176,matched_alias
cb,Luckassen,GHA,1,6,0,1,10,0.1,https://www.transfermarkt.it/derrick-luckassen/profil/spieler/241457,matched_alias
cb,Machado,COL,1,0,0,3,10,0.3,https://www.transfermarkt.it/deiver-machado/profil/spieler/332560,matched_alias
cb,Maidana,PAR,1,2,1,2,10,0.2,https://www.transfermarkt.it/alexandro-maidana/profil/spieler/1371519,matched_alias
cb,Makhanya,SAF,1,1,0,1,16,0.062,https://www.transfermarkt.it/olwethu-makhanya/profil/spieler/1069801,matched_alias
cb,Masuaku,COD,1,0,1,3,18,0.167,https://www.transfermarkt.it/arthur-masuaku/profil/spieler/181380,matched_alias
cb,Matuludi,SAF,1,2,0,3,16,0.188,https://www.transfermarkt.it/thabang-matuludi/profil/spieler/1109254,matched_alias
cb,Mbokazi,SAF,1,1,1,2,16,0.125,https://www.transfermarkt.it/mbekezeli-mbokazi/profil/spieler/1378320,matched_alias
cb,Mendes,QAT,1,2,0,2,12,0.167,https://www.transfermarkt.it/lucas-mendes/profil/spieler/83983,matched_alias
cb,Mendy A.,SEN,1,2,0,3,19,0.158,https://www.transfermarkt.it/antoine-mendy/profil/spieler/891998,matched_alias
cb,Mensah,GHA,1,0,0,4,10,0.4,https://www.transfermarkt.it/gideon-mensah/profil/spieler/397171,matched_alias
cb,Meunier,BEL,1,2,0,4,10,0.4,https://www.transfermarkt.it/thomas-meunier/profil/spieler/100986,matched_alias
cb,Miguel,QAT,1,2,0,3,12,0.25,https://www.transfermarkt.it/pedro-miguel/profil/spieler/228727,matched_alias
cb,Miller R.,PAN,1,0,0,4,15,0.267,https://www.transfermarkt.it/roderick-miller/profil/spieler/157154,matched_alias
cb,Modiba,SAF,1,1,0,2,16,0.125,https://www.transfermarkt.it/aubrey-modiba/profil/spieler/353432,matched_alias
cb,Mohammadi,IRN,1,0,0,6,12,0.5,https://www.transfermarkt.it/milad-mohammadi/profil/spieler/333355,matched_alias
cb,Mojica,COL,1,0,0,6,10,0.6,https://www.transfermarkt.it/johan-mojica/profil/spieler/262939,matched_alias
cb,Moon-Hwan KIM,KOR,1,0,0,5,13,0.385,https://www.transfermarkt.it/moon-hwan-kim/profil/spieler/524592,matched_alias
cb,Moreira S.,CPV,1,0,0,3,10,0.3,https://www.transfermarkt.it/steven-moreira/profil/spieler/203517,matched_alias
cb,Mudau,SAF,1,1,0,3,16,0.188,https://www.transfermarkt.it/khuliso-mudau/profil/spieler/450806,matched_alias
cb,Mujakic,BOS,1,0,0,2,10,0.2,https://www.transfermarkt.it/nihad-mujakic/profil/spieler/380919,matched_alias
cb,Mumin,GHA,1,0,0,1,10,0.1,https://www.transfermarkt.it/abdul-mumin/profil/spieler/451801,matched_alias
cb,Mwene,AUT,1,1,0,3,10,0.3,https://www.transfermarkt.it/phillipp-mwene/profil/spieler/127573,matched_alias
cb,Nagatomo,JAP,1,0,0,2,13,0.154,https://www.transfermarkt.it/yuto-nagatomo/profil/spieler/79522,matched_alias
cb,Nasib,GRD,1,1,0,6,16,0.375,https://www.transfermarkt.it/abdallah-nasib/profil/spieler/882197,matched_alias
cb,Nasrullaev,UZB,1,0,0,8,12,0.667,https://www.transfermarkt.it/sherzod-nasrullaev/profil/spieler/608537,matched_alias
cb,Ndamane,SAF,1,0,0,2,16,0.125,https://www.transfermarkt.it/khulumani-ndamane/profil/spieler/1283140,matched_alias
cb,Neffati,TUN,1,2,0,2,18,0.111,https://www.transfermarkt.it/moutaz-neffati/profil/spieler/1034598,matched_alias
cb,Nemati,IRN,1,0,0,7,12,0.583,https://www.transfermarkt.it/ali-nemati/profil/spieler/527092,matched_alias
cb,Ngoy,BEL,1,3,0,4,10,0.4,https://www.transfermarkt.it/nathan-ngoy/profil/spieler/548254,matched_alias
cb,Obaid,GRD,1,2,0,5,16,0.312,https://www.transfermarkt.it/saleem-obaid/profil/spieler/658807,matched_alias
cb,Obispo,CUW,1,2,0,2,11,0.182,https://www.transfermarkt.it/armando-obispo/profil/spieler/339337,matched_alias
cb,Old,NZL,1,5,1,10,10,1.0,https://www.transfermarkt.it/ben-old/profil/spieler/617021,matched_alias
cb,Oppong,GHA,1,1,0,3,10,0.3,https://www.transfermarkt.it/kojo-peprah-oppong/profil/spieler/1113451,matched_alias
cb,Paugain,HAI,1,1,0,4,12,0.333,https://www.transfermarkt.it/wilguens-paugain/profil/spieler/609691,matched_alias
cb,Payne,NZL,1,0,0,8,10,0.8,https://www.transfermarkt.it/tim-payne/profil/spieler/149901,matched_alias
cb,Pico,CPV,1,,,,10,,,unmatched_fuzzy_36
cb,Pijnaker,NZL,1,0,0,2,10,0.2,https://www.transfermarkt.it/nando-pijnaker/profil/spieler/455425,matched_alias
cb,Pina W.,CPV,1,0,0,4,10,0.4,https://www.transfermarkt.it/wagner-pina/profil/spieler/1072017,matched_alias
cb,Pires,CPV,1,1,1,3,10,0.3,https://www.transfermarkt.it/kelvin-pires/profil/spieler/662119,matched_alias
cb,Porozo,ECU,1,2,1,2,10,0.2,https://www.transfermarkt.it/jackson-porozo/profil/spieler/491616,matched_alias
cb,Putros,IRQ,1,2,0,5,14,0.357,https://www.transfermarkt.it/frans-putros/profil/spieler/166460,matched_alias
