fanta_role,name,team_name,value,club_goals_current_season,national_goals_current_season,national_appearances_current_season,national_team_matches_current_season,national_presence_ratio_current_season,transfermarkt_player_url,transfermarkt_match_status
cb,Rabia,EGY,1,2,0,4,15,0.267,https://www.transfermarkt.it/ramy-rabia/profil/spieler/172623,matched_alias
cb,Radeljic,BOS,1,2,0,1,10,0.1,https://www.transfermarkt.it/stjepan-radeljic/profil/spieler/384568,matched_alias
cb,Ralston,SCO,1,1,0,3,10,0.3,https://www.transfermarkt.it/anthony-ralston/profil/spieler/388171,matched_alias
cb,Ramos,PAN,1,1,2,4,15,0.267,https://www.transfermarkt.it/jiovany-ramos/profil/spieler/403809,matched_alias
cb,Ream,USA,1,0,0,7,18,0.389,https://www.transfermarkt.it/tim-ream/profil/spieler/145466,matched_alias
cb,Rekik,TUN,1,1,0,3,18,0.167,https://www.transfermarkt.it/omar-rekik/profil/spieler/578292,matched_alias
cb,Rezaeian,IRN,1,2,2,5,12,0.417,https://www.transfermarkt.it/ramin-rezaeian/profil/spieler/188312,matched_alias
cb,Rodriguez,SVI,1,0,0,3,10,0.3,https://www.transfermarkt.it/ricardo-rodriguez/profil/spieler/86784,matched_alias
cb,Saadoon,IRQ,1,2,0,3,14,0.214,https://www.transfermarkt.it/mustafa-saadoon/profil/spieler/952341,matched_alias
cb,Sambo,CUW,1,0,0,2,11,0.182,https://www.transfermarkt.it/shurandy-sambo/profil/spieler/412937,matched_alias
cb,Sanabria J.M.,URU,1,2,1,5,10,0.5,https://www.transfermarkt.it/juan-manuel-sanabria/profil/spieler/446106,matched_alias
cb,Sanchez J.,MEX,1,1,1,8,16,0.5,https://www.transfermarkt.it/jorge-sanchez/profil/spieler/356044,matched_alias
cb,Sayfiev,UZB,1,0,0,5,12,0.417,https://www.transfermarkt.it/farrukh-sayfiev/profil/spieler/212499,matched_alias
cb,Sebelebele,SAF,1,6,0,1,16,0.062,https://www.transfermarkt.it/kamogelo-sebelebele/profil/spieler/994370,matched_alias
cb,Seck,SEN,1,3,1,3,19,0.158,https://www.transfermarkt.it/abdoulaye-seck/profil/spieler/265383,matched_alias
cb,Seidu,GHA,1,0,0,3,10,0.3,https://www.transfermarkt.it/alidu-seidu/profil/spieler/798404,matched_alias
cb,Sema,SVE,1,0,0,1,10,0.1,https://www.transfermarkt.it/ken-sema/profil/spieler/252345,matched_alias
cb,Sibisi,SAF,1,0,0,2,16,0.125,https://www.transfermarkt.it/nkosinathi-sibisi/profil/spieler/399068,matched_alias
cb,Smith T.,NZL,1,0,0,0,10,0.0,https://www.transfermarkt.it/tommy-smith/profil/spieler/54381,matched_alias
cb,Souttar,AUS,1,1,0,2,10,0.2,https://www.transfermarkt.it/harry-souttar/profil/spieler/298091,matched_alias
cb,Souttar J.,SCO,1,0,0,3,10,0.3,https://www.transfermarkt.it/john-souttar/profil/spieler/235767,matched_alias
cb,Stopira,CPV,1,4,0,3,10,0.3,https://www.transfermarkt.it/stopira/profil/spieler/80486,matched_alias
cb,Sulaka,IRQ,1,0,0,3,14,0.214,https://www.transfermarkt.it/rebin-sulaka/profil/spieler/217073,matched_alias
cb,Surman,NZL,1,0,1,10,10,1.0,https://www.transfermarkt.it/finn-surman/profil/spieler/724809,matched_alias
cb,Svoboda,AUT,1,3,0,2,10,0.2,https://www.transfermarkt.it/michael-svoboda/profil/spieler/438961,matched_alias
cb,Tae-Hwan KIM,KOR,1,,,,13,,,unmatched_fuzzy_80
cb,Tae-Seok Lee,KOR,1,3,1,8,13,0.615,https://www.transfermarkt.it/tae-seok-lee/profil/spieler/639027,matched_alias
cb,Tahseen,IRQ,1,1,0,6,14,0.429,https://www.transfermarkt.it/zaid-tahseen/profil/spieler/931147,matched_alias
cb,Taniguchi,JAP,1,1,0,6,13,0.462,https://www.transfermarkt.it/shogo-taniguchi/profil/spieler/307870,matched_alias
cb,Thakri,SAU,1,0,0,4,20,0.2,https://www.transfermarkt.it/jehad-thakri/profil/spieler/901334,matched_alias
cb,Thermoncy,HAI,1,2,0,0,12,0.0,https://www.transfermarkt.it/keeto-thermoncy/profil/spieler/1061046,matched_alias
cb,Tougai,ALG,1,4,0,1,23,0.043,https://www.transfermarkt.it/mohamed-amine-tougai/profil/spieler/592396,matched_alias
cb,Tuanzebe,COD,1,1,1,3,18,0.167,https://www.transfermarkt.it/axel-tuanzebe/profil/spieler/342046,matched_alias
cb,Ulmasaiev,UZB,1,,,,12,,,unmatched_fuzzy_66
cb,Urozov,UZB,1,0,1,4,12,0.333,https://www.transfermarkt.it/jakhongir-urozov/profil/spieler/989069,matched_alias
cb,Valery,TUN,1,0,0,4,18,0.222,https://www.transfermarkt.it/yan-valery/profil/spieler/406008,matched_alias
cb,Van Eijma,CUW,1,0,0,3,11,0.273,https://www.transfermarkt.it/roshon-van-eijma/profil/spieler/401029,matched_alias
cb,Veiga,POR,1,1,0,4,10,0.4,https://www.transfermarkt.it/renato-veiga/profil/spieler/805714,matched_alias
cb,Velazquez,PAR,1,0,0,3,10,0.3,https://www.transfermarkt.it/gustavo-velazquez/profil/spieler/389399,matched_alias
cb,Waterman,CAN,1,0,0,7,14,0.5,https://www.transfermarkt.it/joel-waterman/profil/spieler/441738,matched_alias
cb,Yahya A.,IRQ,1,2,0,3,14,0.214,https://www.transfermarkt.it/ahmed-yahya/profil/spieler/949320,matched_alias
cb,Younis,IRQ,1,1,0,5,14,0.357,https://www.transfermarkt.it/manaf-younis/profil/spieler/945266,matched_alias
cb,Yousefi,IRN,1,2,1,3,12,0.25,https://www.transfermarkt.it/arya-yousefi/profil/spieler/932724,matched_alias
cb,Yu-Min Cho,KOR,1,0,0,5,13,0.385,https://www.transfermarkt.it/yu-min-cho/profil/spieler/561212,matched_alias
cb,Zeleny,RCE,1,1,0,4,10,0.4,https://www.transfermarkt.it/jaroslav-zeleny/profil/spieler/142219,matched_alias
cb,de Vries,NZL,1,1,0,9,10,0.9,https://www.transfermarkt.it/francis-de-vries/profil/spieler/207061,matched_alias
m,Saka,ING,35,11,1,2,10,0.2,https://www.transfermarkt.it/bukayo-saka/profil/spieler/433177,matched_alias
m,Raphinha,BRA,34,21,0,3,10,0.3,https://www.transfermarkt.it/raphinha/profil/spieler/411295,matched_alias
m,Musiala,GER,33,5,1,2,10,0.2,https://www.transfermarkt.it/jamal-musiala/profil/spieler/580195,matched_alias
m,Rodri,SPA,32,2,0,3,10,0.3,https://www.transfermarkt.it/rodri/profil/spieler/357565,matched_alias
m,Wirtz,GER,32,7,3,4,10,0.4,https://www.transfermarkt.it/florian-wirtz/profil/spieler/598577,matched_alias
m,Odegaard,NOR,31,1,1,2,10,0.2,https://www.transfermarkt.it/martin-odegaard/profil/spieler/316264,matched_alias
m,Valverde,URU,31,9,1,2,10,0.2,https://www.transfermarkt.it/federico-valverde/profil/spieler/369081,matched_alias
m,Barcola,FRA,30,13,0,2,10,0.2,https://www.transfermarkt.it/bradley-barcola/profil/spieler/708265,matched_alias
m,Bellingham,ING,30,8,0,2,10,0.2,https://www.transfermarkt.it/jude-bellingham/profil/spieler/581678,matched_alias
m,Zalazar,URU,29,23,0,4,10,0.4,https://www.transfermarkt.it/rodrigo-zalazar/profil/spieler/606752,matched_alias
m,Bruno Fernandes,POR,27,9,1,4,10,0.4,https://www.transfermarkt.it/bruno-fernandes/profil/spieler/240306,matched_alias
m,Pedri,SPA,27,2,1,3,10,0.3,https://www.transfermarkt.it/pedri/profil/spieler/683840,matched_alias
m,Joao Neves,POR,26,7,0,2,10,0.2,https://www.transfermarkt.it/joao-neves/profil/spieler/670681,matched_alias
m,Doué,FRA,25,13,2,3,10,0.3,https://www.transfermarkt.it/desire-doue/profil/spieler/914562,matched_alias
m,Guimaraes,BRA,25,9,1,6,10,0.6,https://www.transfermarkt.it/bruno-guimaraes/profil/spieler/520624,matched_alias
m,Calhanoglu,TUR,24,12,0,4,10,0.4,https://www.transfermarkt.it/hakan-calhanoglu/profil/spieler/126414,matched_alias
m,Guler,TUR,24,6,0,4,10,0.4,https://www.transfermarkt.it/arda-guler/profil/spieler/861410,matched_alias
m,Zaire Emery,FRA,24,3,0,2,10,0.2,https://www.transfermarkt.it/warren-zaire-emery/profil/spieler/810092,matched_alias
m,Enzo Fernandez,ARG,23,15,1,5,9,0.556,https://www.transfermarkt.it/enzo-fernandez/profil/spieler/648195,matched_alias
m,Rice,ING,23,5,1,2,10,0.2,https://www.transfermarkt.it/declan-rice/profil/spieler/357662,matched_alias
m,Vitinha,POR,22,7,0,3,10,0.3,https://www.transfermarkt.it/vitinha/profil/spieler/487469,matched_alias
m,Eze,ING,21,10,0,1,10,0.1,https://www.transfermarkt.it/eberechi-eze/profil/spieler/479999,matched_alias
m,Mac Allister,ARG,21,5,2,7,9,0.778,https://www.transfermarkt.it/alexis-mac-allister/profil/spieler/534033,matched_alias_position
m,Paqueta,BRA,21,13,1,6,10,0.6,https://www.transfermarkt.it/lucas-paqueta/profil/spieler/444523,matched_alias
m,Pulisic,USA,20,10,1,8,18,0.444,https://www.transfermarkt.it/christian-pulisic/profil/spieler/315779,matched_alias
m,Bernardo Silva,POR,19,3,0,2,10,0.2,https://www.transfermarkt.it/bernardo-silva/profil/spieler/241641,matched_alias
m,Doku,BEL,19,8,0,4,10,0.4,https://www.transfermarkt.it/jeremy-doku/profil/spieler/486049,matched_alias
m,Sane,GER,19,7,1,4,10,0.4,https://www.transfermarkt.it/leroy-sane/profil/spieler/192565,matched_alias
m,Tchouameni,FRA,19,2,0,3,10,0.3,https://www.transfermarkt.it/aurelien-tchouameni/profil/spieler/413112,matched_alias
m,Caicedo,ECU,18,5,0,5,10,0.5,https://www.transfermarkt.it/moises-caicedo/profil/spieler/687626,matched_manual
m,Cherki,FRA,18,10,1,3,10,0.3,https://www.transfermarkt.it/rayan-cherki/profil/spieler/607223,matched_alias
m,Pavlovic A.,GER,18,4,0,2,10,0.2,https://www.transfermarkt.it/aleksandar-pavlovic/profil/spieler/792380,matched_alias
m,Timber Q.,OLA,18,4,0,3,10,0.3,https://www.transfermarkt.it/quinten-timber/profil/spieler/420213,matched_alias
m,Trossard,BEL,17,8,1,1,10,0.1,https://www.transfermarkt.it/leandro-trossard/profil/spieler/144028,matched_alias
m,Ugarte,URU,17,0,0,3,10,0.3,https://www.transfermarkt.it/manuel-ugarte/profil/spieler/476701,matched_alias
m,Madueke,ING,16,8,0,2,10,0.2,https://www.transfermarkt.it/noni-madueke/profil/spieler/503987,matched_alias
m,Nusa,NOR,16,5,2,5,10,0.5,https://www.transfermarkt.it/antonio-nusa/profil/spieler/894914,matched_alias
m,Zubimendi,SPA,16,6,0,2,10,0.2,https://www.transfermarkt.it/martin-zubimendi/profil/spieler/423440,matched_alias
m,Kante,FRA,15,4,0,4,10,0.4,https://www.transfermarkt.it/ngolo-kante/profil/spieler/225083,matched_alias
m,Matheus Nunes,POR,15,1,0,3,10,0.3,https://www.transfermarkt.it/matheus-nunes/profil/spieler/601883,matched_alias
m,Leweling,GER,14,11,0,1,10,0.1,https://www.transfermarkt.it/jamie-leweling/profil/spieler/518505,matched_alias
m,Mainoo,ING,14,1,0,4,10,0.4,https://www.transfermarkt.it/kobbie-mainoo/profil/spieler/820374,matched_alias
m,Mctominay,SCO,14,14,1,3,10,0.3,https://www.transfermarkt.it/scott-mctominay/profil/spieler/315969,matched_alias
m,Nico Williams,SPA,14,6,0,0,10,0.0,https://www.transfermarkt.it/nico-williams/profil/spieler/709187,matched_alias
m,Nmecha F.,GER,14,5,0,2,10,0.2,https://www.transfermarkt.it/felix-nmecha/profil/spieler/406640,matched_alias
m,Olmo,SPA,14,8,0,4,10,0.4,https://www.transfermarkt.it/dani-olmo/profil/spieler/293385,matched_alias
m,Palacios E.,ARG,14,0,0,3,9,0.333,https://www.transfermarkt.it/exequiel-palacios/profil/spieler/401578,matched_alias
m,Baena,SPA,13,2,0,3,10,0.3,https://www.transfermarkt.it/alex-baena/profil/spieler/548111,matched_alias
m,De Bruyne,BEL,13,5,1,4,10,0.4,https://www.transfermarkt.it/kevin-de-bruyne/profil/spieler/88755,matched_alias
m,De Jong F.,OLA,13,1,0,2,10,0.2,https://www.transfermarkt.it/frenkie-de-jong/profil/spieler/326330,matched_alias
m,Ederson J.,BRA,13,3,0,0,10,0.0,https://www.transfermarkt.it/ederson/profil/spieler/607854,matched_fuzzy_position_87
m,Jackson,SEN,13,11,3,5,19,0.263,https://www.transfermarkt.it/nicolas-jackson/profil/spieler/776890,matched_alias
m,Kang-In Lee,KOR,13,4,0,9,13,0.692,https://www.transfermarkt.it/kang-in-lee/profil/spieler/557149,matched_alias
m,Onana Am.,BEL,13,2,1,4,10,0.4,https://www.transfermarkt.it/amadou-onana/profil/spieler/485706,matched_alias
m,Reijnders,OLA,13,7,1,3,10,0.3,https://www.transfermarkt.it/tijjani-reijnders/profil/spieler/460939,matched_alias
m,Saibari,MAR,13,19,3,7,26,0.269,https://www.transfermarkt.it/ismael-saibari/profil/spieler/702869,matched_alias
m,Amiri N.,GER,12,17,0,2,10,0.2,https://www.transfermarkt.it/nadiem-amiri/profil/spieler/232454,matched_alias
m,Conceicao F.,POR,12,4,1,4,10,0.4,https://www.transfermarkt.it/francisco-conceicao/profil/spieler/487474,matched_alias
m,Gravenberch,OLA,12,6,0,3,10,0.3,https://www.transfermarkt.it/ryan-gravenberch/profil/spieler/478573,matched_alias
m,Koopmeiners,OLA,12,2,0,3,10,0.3,https://www.transfermarkt.it/teun-koopmeiners/profil/spieler/360518,matched_alias
m,Manu Kone,FRA,12,2,0,2,10,0.2,https://www.transfermarkt.it/manu-kone/profil/spieler/624690,matched_alias
m,Ndiaye I.,SEN,12,6,0,3,19,0.158,https://www.transfermarkt.it/iliman-ndiaye/profil/spieler/623570,matched_alias
m,Rios R.,COL,12,8,0,7,10,0.7,https://www.transfermarkt.it/richard-rios/profil/spieler/735573,matched_alias
m,Ruiz,SPA,12,2,0,1,10,0.1,https://www.transfermarkt.it/fabian-ruiz/profil/spieler/350219,matched_alias
m,Sarr P.,SEN,12,2,0,4,19,0.211,https://www.transfermarkt.it/pape-matar-sarr/profil/spieler/568693,matched_alias
m,De Ketelaere,BEL,11,5,2,4,10,0.4,https://www.transfermarkt.it/charles-de-ketelaere/profil/spieler/435772,matched_alias
m,Mcginn,SCO,11,10,0,3,10,0.3,https://www.transfermarkt.it/john-mcginn/profil/spieler/193116,matched_alias
m,Akliouche,FRA,10,7,0,4,10,0.4,https://www.transfermarkt.it/maghnes-akliouche/profil/spieler/745200,matched_alias
m,Almada,ARG,10,4,1,5,9,0.556,https://www.transfermarkt.it/thiago-almada/profil/spieler/576028,matched_alias
m,De La Cruz,URU,10,1,0,1,10,0.1,https://www.transfermarkt.it/nicolas-de-la-cruz/profil/spieler/397458,matched_fuzzy_93
m,De Paul,ARG,10,4,0,7,9,0.778,https://www.transfermarkt.it/rodrigo-de-paul/profil/spieler/255901,matched_alias
m,Diaz B.,MAR,10,2,1,7,26,0.269,https://www.transfermarkt.it/brahim-diaz/profil/spieler/314678,matched_alias
m,El Khannouss,MAR,10,9,2,7,26,0.269,https://www.transfermarkt.it/bilal-el-khannouss/profil/spieler/654982,matched_alias
m,Paez,ECU,10,2,0,6,10,0.6,https://www.transfermarkt.it/kendry-paez/profil/spieler/1052439,matched_alias
m,Pino,SPA,10,5,0,4,10,0.4,https://www.transfermarkt.it/yeremy-pino/profil/spieler/568157,matched_alias
m,Rabiot,FRA,10,6,0,3,10,0.3,https://www.transfermarkt.it/adrien-rabiot/profil/spieler/182913,matched_alias
m,Soucek,RCE,10,6,1,5,10,0.5,https://www.transfermarkt.it/tomas-soucek/profil/spieler/283628,matched_alias
m,Stiller,GER,10,2,0,3,10,0.3,https://www.transfermarkt.it/angelo-stiller/profil/spieler/443710,matched_alias
m,Sulemana K.,GHA,10,3,0,5,10,0.5,https://www.transfermarkt.it/kamaldeen-sulemana/profil/spieler/746695,matched_alias
m,Tielemans,BEL,10,2,1,4,10,0.4,https://www.transfermarkt.it/youri-tielemans/profil/spieler/249565,matched_alias
m,Trincao,POR,10,13,1,3,10,0.3,https://www.transfermarkt.it/francisco-trincao/profil/spieler/412669,matched_alias
m,Bouaddi,MAR,9,0,0,3,26,0.115,https://www.transfermarkt.it/ayyoub-bouaddi/profil/spieler/1097139,matched_alias
m,Gavi,SPA,9,0,0,2,10,0.2,https://www.transfermarkt.it/gavi/profil/spieler/646740,matched_alias
m,Kluivert,OLA,9,2,0,1,10,0.1,https://www.transfermarkt.it/justin-kluivert/profil/spieler/330659,matched_alias
m,Merino,SPA,9,6,0,2,10,0.2,https://www.transfermarkt.it/mikel-merino/profil/spieler/338424,matched_alias
m,Rogers,ING,9,14,1,4,10,0.4,https://www.transfermarkt.it/morgan-rogers/profil/spieler/503743,matched_alias
m,Summerville,OLA,9,7,0,2,10,0.2,https://www.transfermarkt.it/crysencio-summerville/profil/spieler/474701,matched_alias
m,Vlasic,CRO,9,9,0,3,10,0.3,https://www.transfermarkt.it/nikola-vlasic/profil/spieler/293200,matched_alias
m,Adingra,CIV,8,4,1,3,13,0.231,https://www.transfermarkt.it/simon-adingra/profil/spieler/658536,matched_alias
m,Anderson,ING,8,4,0,4,10,0.4,https://www.transfermarkt.it/elliot-anderson/profil/spieler/567576,matched_alias
m,Ayari K.,TUN,8,1,0,4,18,0.222,https://www.transfermarkt.it/khalil-ayari/profil/spieler/1198342,matched_alias
m,Baturina,CRO,8,8,0,4,10,0.4,https://www.transfermarkt.it/martin-baturina/profil/spieler/580451,matched_alias
m,Baumgartner,AUT,8,17,0,2,10,0.2,https://www.transfermarkt.it/christoph-baumgartner/profil/spieler/324278,matched_alias
m,Chaibi,ALG,8,3,0,2,23,0.087,https://www.transfermarkt.it/fares-chaibi/profil/spieler/855015,matched_alias
m,Enciso,PAR,8,12,0,5,10,0.5,https://www.transfermarkt.it/julio-enciso/profil/spieler/660867,matched_alias
m,Goretzka,GER,8,5,0,3,10,0.3,https://www.transfermarkt.it/leon-goretzka/profil/spieler/153084,matched_alias
m,Kubo,JAP,8,2,0,5,13,0.385,https://www.transfermarkt.it/takefusa-kubo/profil/spieler/405398,matched_alias
m,Lang N.,OLA,8,3,0,0,10,0.0,https://www.transfermarkt.it/noa-lang/profil/spieler/339332,matched_alias
m,Lerma,COL,8,0,2,7,10,0.7,https://www.transfermarkt.it/jefferson-lerma/profil/spieler/262980,matched_alias
m,Mckennie,USA,8,9,1,6,18,0.333,https://www.transfermarkt.it/weston-mckennie/profil/spieler/332697,matched_alias
m,Nico Paz,ARG,8,13,1,5,9,0.556,https://www.transfermarkt.it/nico-paz/profil/spieler/948294,matched_alias
m,Ouedraogo,GER,8,4,0,0,10,0.0,https://www.transfermarkt.it/assan-ouedraogo/profil/spieler/897424,matched_alias
m,Ruben Neves,POR,8,12,0,4,10,0.4,https://www.transfermarkt.it/ruben-neves/profil/spieler/225161,matched_alias
m,Sangare,CIV,8,2,0,3,13,0.231,https://www.transfermarkt.it/ibrahim-sangare/profil/spieler/375885,matched_alias
m,Adams T.,USA,7,2,0,4,18,0.222,https://www.transfermarkt.it/tyler-adams/profil/spieler/332705,matched_alias
m,Berge,NOR,7,0,0,6,10,0.6,https://www.transfermarkt.it/sander-berge/profil/spieler/333014,matched_alias
m,Bergvall,SVE,7,1,0,4,10,0.4,https://www.transfermarkt.it/lucas-bergvall/profil/spieler/866246,matched_alias
m,Boudaoui,ALG,7,1,0,1,23,0.043,https://www.transfermarkt.it/hicham-boudaoui/profil/spieler/560593,matched_alias
m,Diego Gomez,PAR,7,10,2,7,10,0.7,https://www.transfermarkt.it/diego-gomez/profil/spieler/996897,matched_alias
m,Doak,SCO,7,0,0,2,10,0.2,https://www.transfermarkt.it/ben-gannon-doak/profil/spieler/719673,matched_alias
m,Doan,JAP,7,7,1,8,13,0.615,https://www.transfermarkt.it/ritsu-doan/profil/spieler/358504,matched_alias
m,El Aynaoui,MAR,7,2,2,6,26,0.231,https://www.transfermarkt.it/neil-el-aynaoui/profil/spieler/901019,matched_alias
m,Elanga,SVE,7,3,1,4,10,0.4,https://www.transfermarkt.it/anthony-elanga/profil/spieler/583189,matched_alias
m,Hadj Moussa,ALG,7,14,1,3,23,0.13,https://www.transfermarkt.it/anis-hadj-moussa/profil/spieler/917911,matched_alias
m,Hannibal,TUN,7,1,0,4,18,0.222,https://www.transfermarkt.it/hannibal/profil/spieler/607224,matched_alias
m,Jashari,SVI,7,0,0,4,10,0.4,https://www.transfermarkt.it/ardon-jashari/profil/spieler/608172,matched_alias
m,Kokcu,TUR,7,10,1,4,10,0.4,https://www.transfermarkt.it/orkun-kokcu/profil/spieler/454567,matched_alias
m,Kovacic,CRO,7,0,0,2,10,0.2,https://www.transfermarkt.it/mateo-kovacic/profil/spieler/51471,matched_alias
m,Sano,JAP,7,,,,13,,,ambiguous_alias
m,Sarr I.,SEN,7,21,1,4,19,0.211,https://www.transfermarkt.it/ismaila-sarr/profil/spieler/410225,matched_alias
m,Sucic L.,CRO,7,4,0,3,10,0.3,https://www.transfermarkt.it/luka-sucic/profil/spieler/502722,matched_alias
m,Tillman,USA,7,8,0,5,18,0.278,https://www.transfermarkt.it/malik-tillman/profil/spieler/467437,matched_manual
m,Zakaria,SVI,7,2,0,4,10,0.4,https://www.transfermarkt.it/denis-zakaria/profil/spieler/334526,matched_alias
m,Arias J.,COL,6,8,3,5,10,0.5,https://www.transfermarkt.it/jhon-arias/profil/spieler/588989,matched_alias
m,Aursnes,NOR,6,4,0,2,10,0.2,https://www.transfermarkt.it/fredrik-aursnes/profil/spieler/223367,matched_alias
m,Bentancur,URU,6,1,0,2,10,0.2,https://www.transfermarkt.it/rodrigo-bentancur/profil/spieler/354362,matched_alias
m,Camara L.,SEN,6,3,1,4,19,0.211,https://www.transfermarkt.it/lamine-camara/profil/spieler/918969,matched_alias
m,Chukwuemeka,AUT,6,3,1,3,10,0.3,https://www.transfermarkt.it/carney-chukwuemeka/profil/spieler/659459,matched_alias
m,Fabinho,BRA,6,3,0,4,10,0.4,https://www.transfermarkt.it/fabinho/profil/spieler/225693,matched_alias
m,Ferguson,SCO,6,1,0,3,10,0.3,https://www.transfermarkt.it/lewis-ferguson/profil/spieler/428563,matched_alias
m,Kone I.,CAN,6,6,1,9,14,0.643,https://www.transfermarkt.it/ismael-kone/profil/spieler/921655,matched_alias
m,Seiwald,AUT,6,0,1,3,10,0.3,https://www.transfermarkt.it/nicolas-seiwald/profil/spieler/404950,matched_alias
m,Svanberg,SVE,6,5,0,4,10,0.4,https://www.transfermarkt.it/mattias-svanberg/profil/spieler/342405,matched_alias
m,Yuksek,TUR,6,2,0,3,10,0.3,https://www.transfermarkt.it/ismail-yuksek/profil/spieler/613725,matched_alias
m,Angulo N.,ECU,5,7,2,6,10,0.6,https://www.transfermarkt.it/nilson-angulo/profil/spieler/903611,matched_alias
m,Baah,GHA,5,3,0,5,10,0.5,https://www.transfermarkt.it/christopher-bonsu-baah/profil/spieler/1119447,matched_alias
m,Barco,ARG,5,3,2,3,9,0.333,https://www.transfermarkt.it/valentin-barco/profil/spieler/849410,matched_alias
m,Casemiro,BRA,5,9,2,8,10,0.8,https://www.transfermarkt.it/casemiro/profil/spieler/16306,matched_alias
m,De Arrascaeta,URU,5,9,1,3,10,0.3,https://www.transfermarkt.it/giorgian-de-arrascaeta/profil/spieler/248410,matched_alias
m,Endo,JAP,5,0,0,3,13,0.231,https://www.transfermarkt.it/wataru-endo/profil/spieler/146310,matched_alias
m,Fatawu,GHA,5,9,1,3,10,0.3,https://www.transfermarkt.it/abdul-fatawu/profil/spieler/864121,matched_alias
m,Fofana S.,CIV,5,4,0,2,13,0.154,https://www.transfermarkt.it/seko-fofana/profil/spieler/182893,matched_alias
m,Gilmour,SCO,5,1,0,3,10,0.3,https://www.transfermarkt.it/billy-gilmour/profil/spieler/423744,matched_alias
m,Gueye P.,SEN,5,5,0,4,19,0.211,https://www.transfermarkt.it/pape-gueye/profil/spieler/485963,matched_alias
m,Henderson J.,ING,5,1,0,3,10,0.3,https://www.transfermarkt.it/jordan-henderson/profil/spieler/61651,matched_alias
m,Ito J.,JAP,5,7,1,7,13,0.538,https://www.transfermarkt.it/junya-ito/profil/spieler/348791,matched_alias
m,Kessie,CIV,5,12,0,3,13,0.231,https://www.transfermarkt.it/franck-kessie/profil/spieler/294808,matched_alias
m,Martinez Em.,URU,5,0,0,6,10,0.6,https://www.transfermarkt.it/emiliano-martinez/profil/spieler/707447,matched_alias
m,Maza,ALG,5,5,0,5,23,0.217,https://www.transfermarkt.it/ibrahim-maza/profil/spieler/905011,matched_alias
m,Perisic,CRO,5,10,0,4,10,0.4,https://www.transfermarkt.it/ivan-perisic/profil/spieler/42460,matched_alias
m,Rieder,SVI,5,6,0,3,10,0.3,https://www.transfermarkt.it/fabian-rieder/profil/spieler/507341,matched_alias
m,Saelemaekers,BEL,5,3,0,3,10,0.3,https://www.transfermarkt.it/alexis-saelemaekers/profil/spieler/381950,matched_alias
m,Schjelderup,NOR,5,10,1,6,10,0.6,https://www.transfermarkt.it/andreas-schjelderup/profil/spieler/670103,matched_alias
m,Sow,SVI,5,5,0,3,10,0.3,https://www.transfermarkt.it/djibril-sow/profil/spieler/212723,matched_alias
m,Sucic P.,CRO,5,4,0,4,10,0.4,https://www.transfermarkt.it/petar-sucic/profil/spieler/668207,matched_alias
m,Thorstvedt,NOR,5,4,0,4,10,0.4,https://www.transfermarkt.it/kristian-thorstvedt/profil/spieler/564785,matched_alias
m,Wanner,AUT,5,5,0,3,10,0.3,https://www.transfermarkt.it/paul-wanner/profil/spieler/900909,matched_alias
m,Weah,USA,5,3,0,7,18,0.389,https://www.transfermarkt.it/timothy-weah/profil/spieler/370846,matched_alias
m,Xhaka,SVI,5,1,1,3,10,0.3,https://www.transfermarkt.it/granit-xhaka/profil/spieler/111455,matched_alias
m,Zerrouki,ALG,5,3,0,5,23,0.217,https://www.transfermarkt.it/ramiz-zerrouki/profil/spieler/416660,matched_alias
m,Aaronson,USA,4,4,0,5,18,0.278,https://www.transfermarkt.it/brenden-aaronson/profil/spieler/393323,matched_alias
m,Akgun,TUR,4,10,1,2,10,0.2,https://www.transfermarkt.it/yunus-akgun/profil/spieler/396908,matched_alias
m,Alajbegovic,BOS,4,13,0,5,10,0.5,https://www.transfermarkt.it/kerim-alajbegovic/profil/spieler/929994,matched_alias
m,Almiron,PAR,4,0,2,7,10,0.7,https://www.transfermarkt.it/miguel-almiron/profil/spieler/272999,matched_alias
m,Alvarez E.,MEX,4,,,,16,,,ambiguous_alias
m,Carrascal,COL,4,3,0,5,10,0.5,https://www.transfermarkt.it/jorge-carrascal/profil/spieler/354145,matched_alias
m,Castano,COL,4,0,0,5,10,0.5,https://www.transfermarkt.it/kevin-castano/profil/spieler/857948,matched_alias
m,Christie,SCO,4,2,1,4,10,0.4,https://www.transfermarkt.it/ryan-christie/profil/spieler/188077,matched_alias
m,Danilo Dos Santos,BRA,4,10,2,4,10,0.4,https://www.transfermarkt.it/danilo/profil/spieler/808509,matched_manual
m,Elia,COD,4,3,0,3,18,0.167,https://www.transfermarkt.it/meschack-elia/profil/spieler/423678,matched_alias
m,Grob,GER,4,1,0,2,10,0.2,https://www.transfermarkt.it/pascal-gross/profil/spieler/82873,matched_manual
m,Kahveci,TUR,4,2,0,3,10,0.3,https://www.transfermarkt.it/irfan-can-kahveci/profil/spieler/216603,matched_alias
m,Kamada,JAP,4,1,1,7,13,0.538,https://www.transfermarkt.it/daichi-kamada/profil/spieler/356141,matched_alias
m,Karlstrom,SVE,4,1,0,4,10,0.4,https://www.transfermarkt.it/jesper-karlstrom/profil/spieler/222855,matched_alias
